"","game_date","game_name","team_name","opp_team_name","team_venue","player_name","period","situation_type","event_type","event_successful","event_time","x_event","y_event","receiver_name","receiver_x","receiver_y","shot_type","goal","goal_predictions"
"13363","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Rebecca Johnston",2,"5 on 3","Shot","f",742,158,28,"",NA,NA,"Slapshot",0,0.0283068003535507
"13371","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Laura Fortino",2,"5 on 4","Shot","f",719,160,11,"",NA,NA,"Wristshot",0,0.0132814229182397
"13394","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Victoria Bach",2,"5 on 4","Shot","f",622,162,35,"",NA,NA,"Wristshot",0,0.0159163860057006
"13397","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Halli Krzyzaniak",2,"5 on 4","Shot","f",611,160,17,"",NA,NA,"Wristshot",0,0.0135148160801311
"13401","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Marie-Philip Poulin",2,"5 on 4","Shot","f",603,167,18,"",NA,NA,"Snapshot",0,0.0427318424085763
"13406","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Laura Fortino",2,"5 on 4","Shot","f",594,138,66,"",NA,NA,"Slapshot",0,0.0104112135636498
"13407","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Rebecca Johnston",2,"5 on 4","Shot","f",594,164,45,"",NA,NA,"Deflection",0,0.0752627903495422
"13415","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Erin Ambrose",2,"5 on 4","Shot","f",568,134,62,"",NA,NA,"Slapshot",0,0.00822566699052938
"13468","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Brianna Decker",2,"5 on 5","Shot","f",382,169,71,"",NA,NA,"Slapshot",0,0.0579905511349034
"13470","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Megan Bozek",2,"5 on 5","Shot","f",377,132,39,"",NA,NA,"Slapshot",0,0.0068750999061834
"13487","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Victoria Bach",2,"5 on 5","Shot","f",316,191,52,"",NA,NA,"Wristshot",0,0.080512301580108
"13490","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Renata Fast",2,"5 on 5","Shot","f",309,138,71,"",NA,NA,"Wristshot",0,0.0046106080235147
"13502","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Kacey Bellamy",2,"5 on 5","Shot","f",276,139,60,"",NA,NA,"Wristshot",0,0.00472274841429659
"13514","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Kendall Coyne Schofield",2,"5 on 5","Shot","f",244,173,17,"",NA,NA,"Wristshot",0,0.0277690798181823
"13518","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Alex Carpenter",2,"5 on 5","Shot","f",238,180,41,"",NA,NA,"Fan",0,1.66577580632253e-08
"13522","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Blayre Turnbull",2,"5 on 5","Shot","f",220,158,44,"",NA,NA,"Wristshot",0,0.013074440615835
"13537","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Dani Cameranesi",2,"5 on 5","Shot","f",175,158,23,"",NA,NA,"Wristshot",0,0.0123005514239993
"13543","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Kacey Bellamy",2,"5 on 4","Shot","f",157,133,34,"",NA,NA,"Wristshot",0,0.0031217595410838
"13555","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Emily Pfalzer",2,"5 on 4","Shot","f",118,172,23,"",NA,NA,"Wristshot",0,0.0267390271855989
"13560","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Kacey Bellamy",2,"5 on 4","Shot","f",102,134,50,"",NA,NA,"Slapshot",0,0.0079425242541586
"13566","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Brianna Decker",2,"5 on 4","Shot","f",84,171,68,"",NA,NA,"Wristshot",0,0.0287871527631278
"13567","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Emily Pfalzer",2,"5 on 4","Shot","f",83,171,27,"",NA,NA,"Fan",0,9.61230587829829e-09
"13570","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Brianna Decker",2,"5 on 4","Shot","f",76,146,68,"",NA,NA,"Slapshot",0,0.0163602913116655
"13574","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Kacey Bellamy",2,"5 on 4","Shot","f",67,131,42,"",NA,NA,"Slapshot",0,0.00655704516771262
"13582","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Natalie Spooner",2,"5 on 5","Shot","f",22,169,75,"",NA,NA,"Wristshot",0,0.0263125010202279
"13586","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Shelly Picard",2,"5 on 5","Shot","f",3,143,15,"",NA,NA,"Slapshot",0,0.0118686452310888
"13616","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Lee Stecklein",3,"5 on 5","Shot","f",1115,132,6,"",NA,NA,"Snapshot",0,0.00592596227619013
"13617","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Hayley Scamurra",3,"5 on 5","Shot","f",1113,174,31,"",NA,NA,"Snapshot",0,0.064447908779567
"13633","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Shelly Picard",3,"5 on 5","Shot","f",1064,156,43,"",NA,NA,"Snapshot",0,0.0251547725560985
"13637","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Sidney Morin",3,"5 on 5","Shot","f",1057,154,62,"",NA,NA,"Slapshot",0,0.0250395211559391
"13640","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Halli Krzyzaniak",3,"5 on 5","Shot","f",1045,134,60,"",NA,NA,"Slapshot",0,0.00817779081434825
"13652","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Halli Krzyzaniak",3,"5 on 5","Shot","f",1019,174,64,"",NA,NA,"Snapshot",0,0.0705568496091147
"13659","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Alex Carpenter",3,"5 on 5","Shot","f",995,179,66,"",NA,NA,"Snapshot",0,0.0919789686205859
"13691","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Jamie Lee Rattray",3,"5 on 5","Shot","f",905,179,36,"",NA,NA,"Wristshot",0,0.040672964580844
"13696","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Blayre Turnbull",3,"5 on 5","Shot","f",892,147,45,"",NA,NA,"Snapshot",0,0.015368037372986
"13701","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Marie-Philip Poulin",3,"5 on 5","Shot","f",873,157,25,"",NA,NA,"Wristshot",0,0.011700392895183
"13704","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Hannah Brandt",3,"5 on 5","Shot","f",864,171,54,"",NA,NA,"Wristshot",0,0.0276573766280959
"13705","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Shelly Picard",3,"5 on 5","Shot","f",862,183,43,"",NA,NA,"Snapshot",0,0.106088489483965
"13721","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Natalie Spooner",3,"5 on 5","Shot","f",798,183,74,"",NA,NA,"Fan",0,2.17482418677675e-08
"13724","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Hilary Knight",3,"5 on 5","Shot","f",788,150,42,"",NA,NA,"Snapshot",0,0.0179992445214772
"13728","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Emily Pfalzer",3,"5 on 5","Shot","f",782,129,29,"",NA,NA,"Snapshot",0,0.00535514359964842
"13731","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Jamie Lee Rattray",3,"5 on 5","Shot","t",775,168,34,"",NA,NA,"Snapshot",1,0.0471762421974425
"13735","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Rebecca Johnston",3,"5 on 5","Shot","f",751,162,38,"",NA,NA,"Snapshot",0,0.0344610511852986
"13738","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Brigette Lacquette",3,"5 on 5","Shot","f",745,134,24,"",NA,NA,"Snapshot",0,0.00698855352094344
"13740","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Brigette Lacquette",3,"5 on 5","Shot","f",737,131,61,"",NA,NA,"Wristshot",0,0.00301900171531859
"13743","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Brianne Jenner",3,"5 on 5","Shot","f",731,189,53,"",NA,NA,"Snapshot",0,0.146437912884876
"13747","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Jocelyne Larocque",3,"5 on 5","Shot","f",725,143,16,"",NA,NA,"Wristshot",0,0.00519911059494392
"13753","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Brianne Jenner",3,"5 on 5","Shot","f",704,166,19,"",NA,NA,"Wristshot",0,0.0189766364960571
"13758","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - Canada","Olympic (Women) - United States","home","Natalie Spooner",3,"5 on 5","Shot","f",688,162,13,"",NA,NA,"Wristshot",0,0.0149334800273936
"13764","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Kendall Coyne Schofield",3,"5 on 5","Shot","f",660,177,66,"",NA,NA,"Snapshot",0,0.0829642198712437
"13777","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Alex Carpenter",3,"5 on 5","Shot","f",615,174,37,"",NA,NA,"Snapshot",0,0.0655207401185344
"13787","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Brianna Decker",3,"5 on 5","Shot","t",568,186,42,"",NA,NA,"Snapshot",1,0.122955865657555
"13790","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Brianna Decker",3,"5 on 5","Shot","f",555,136,7,"",NA,NA,"Wristshot",0,0.00341504591742503
"13808","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Lee Stecklein",3,"5 on 5","Shot","f",468,143,21,"",NA,NA,"Wristshot",0,0.00527576951821272
"13809","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Gigi Marvin",3,"5 on 5","Shot","f",467,168,54,"",NA,NA,"Fan",0,8.78420965435694e-09
"13828","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Hilary Knight",3,"5 on 5","Shot","f",388,176,49,"",NA,NA,"Snapshot",0,0.0752102053239268
"13833","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Emily Pfalzer",3,"5 on 5","Shot","f",375,140,82,"",NA,NA,"Wristshot",0,0.00532833489335961
"13865","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Sidney Morin",3,"5 on 5","Shot","f",262,139,70,"",NA,NA,"Wristshot",0,0.00486310909358221
"13866","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Sidney Morin",3,"5 on 5","Shot","f",258,147,81,"",NA,NA,"Wristshot",0,0.00787064425977532
"13876","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Megan Bozek",3,"5 on 5","Shot","f",229,143,65,"",NA,NA,"Slapshot",0,0.0137242021981678
"13877","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Hayley Scamurra",3,"5 on 5","Shot","f",227,185,48,"",NA,NA,"Snapshot",0,0.118826538623444
"13889","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Sidney Morin",3,"5 on 5","Shot","f",173,136,65,"",NA,NA,"Wristshot",0,0.00404806267383093
"13909","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Kacey Bellamy",3,"5 on 5","Shot","f",75,138,46,"",NA,NA,"Wristshot",0,0.00428498315318199
"13910","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Kendall Coyne Schofield",3,"5 on 5","Shot","f",74,176,36,"",NA,NA,"Deflection",0,0.135072713030763
"13911","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Hilary Knight",3,"5 on 5","Shot","f",73,179,42,"",NA,NA,"Wristshot",0,0.0413675264219831
"13918","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Amanda Kessel",3,"6 on 5","Shot","f",36,173,69,"",NA,NA,"Wristshot",0,0.0322129300444592
"13921","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Kacey Bellamy",3,"6 on 5","Shot","f",30,138,21,"",NA,NA,"Wristshot",0,0.00398226358171862
"13928","2/14/2019","2019-02-14 - Olympic (Women) - United States at Olympic (Women) - Canada","Olympic (Women) - United States","Olympic (Women) - Canada","away","Kacey Bellamy",3,"6 on 5","Shot","f",4,132,27,"",NA,NA,"Wristshot",0,0.00289074460907831
"13937","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - United States","Olympic (Women) - Canada","home","Amanda Kessel",1,"5 on 5","Shot","f",1184,164,16,"",NA,NA,"Snapshot",0,0.0361043733997641
"13954","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - Canada","Olympic (Women) - United States","away","Halli Krzyzaniak",1,"5 on 5","Shot","f",1119,129,70,"",NA,NA,"Wrap Around",0,3.75198500698888e-10
"13963","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - Canada","Olympic (Women) - United States","away","Natalie Spooner",1,"5 on 5","Shot","f",1091,187,57,"",NA,NA,"Wristshot",0,0.066189506778418
"13972","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - Canada","Olympic (Women) - United States","away","Renata Fast",1,"5 on 5","Shot","f",1061,140,72,"",NA,NA,"Snapshot",0,0.0112494214942018
"13973","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - Canada","Olympic (Women) - United States","away","Victoria Bach",1,"5 on 5","Shot","f",1061,176,43,"",NA,NA,"Deflection",0,0.137497473276969
"13975","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - United States","Olympic (Women) - Canada","home","Haley Skarupa",1,"5 on 5","Shot","f",1047,160,19,"",NA,NA,"Wristshot",0,0.0135935091804635
"13980","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - Canada","Olympic (Women) - United States","away","Rebecca Johnston",1,"5 on 5","Shot","f",1028,183,44,"",NA,NA,"Snapshot",0,0.106367890600461
"13997","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - Canada","Olympic (Women) - United States","away","Marie-Philip Poulin",1,"5 on 4","Shot","f",971,152,17,"",NA,NA,"Slapshot",0,0.0196969618783699
"14001","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - Canada","Olympic (Women) - United States","away","Brigette Lacquette",1,"5 on 4","Shot","f",962,131,43,"",NA,NA,"Snapshot",0,0.00624258080580758
"14007","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - Canada","Olympic (Women) - United States","away","Sarah Nurse",1,"5 on 4","Shot","f",950,170,44,"",NA,NA,"Fan",0,9.55015267311743e-09
"14019","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - Canada","Olympic (Women) - United States","away","Erin Ambrose",1,"5 on 3","Shot","f",906,149,63,"",NA,NA,"Snapshot",0,0.0180928830567372
"14020","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - Canada","Olympic (Women) - United States","away","Rebecca Johnston",1,"5 on 3","Shot","f",905,178,36,"",NA,NA,"Snapshot",0,0.0805789620843072
"14029","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - Canada","Olympic (Women) - United States","away","Rebecca Johnston",1,"5 on 4","Shot","f",872,167,39,"",NA,NA,"Wristshot",0,0.0212479729888305
"14033","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - Canada","Olympic (Women) - United States","away","Brianne Jenner",1,"5 on 4","Shot","t",862,159,73,"",NA,NA,"Slapshot",1,0.0339936406146001
"14042","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - Canada","Olympic (Women) - United States","away","Blayre Turnbull",1,"5 on 5","Shot","f",834,166,22,"",NA,NA,"Wrap Around",0,2.63660035389606e-09
"14054","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - Canada","Olympic (Women) - United States","away","Rebecca Johnston",1,"5 on 5","Shot","f",799,168,52,"",NA,NA,"Fan",0,8.732661016603e-09
"14057","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - Canada","Olympic (Women) - United States","away","Marie-Philip Poulin",1,"5 on 5","Shot","f",792,143,39,"",NA,NA,"Wristshot",0,0.00556116789680642
"14058","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - Canada","Olympic (Women) - United States","away","Ann-Sophie Bettez",1,"5 on 5","Shot","f",786,184,39,"",NA,NA,"Wrap Around",0,7.66591055537032e-09
"14059","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - Canada","Olympic (Women) - United States","away","Ann-Sophie Bettez",1,"5 on 5","Shot","f",785,185,38,"",NA,NA,"Snapshot",0,0.115779616599072
"14069","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - Canada","Olympic (Women) - United States","away","Rebecca Leslie",1,"5 on 5","Shot","f",758,166,54,"",NA,NA,"Snapshot",0,0.04479998988711
"14093","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - United States","Olympic (Women) - Canada","home","Hilary Knight",1,"5 on 5","Shot","f",669,170,24,"",NA,NA,"Wristshot",0,0.0240186062545274
"14109","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - Canada","Olympic (Women) - United States","away","Rebecca Johnston",1,"5 on 4","Shot","f",618,150,43,"",NA,NA,"Wristshot",0,0.00833438636587869
"14123","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - Canada","Olympic (Women) - United States","away","Jillian Saulnier",1,"4 on 4","Shot","f",547,152,2,"",NA,NA,"Snapshot",0,0.0179166604270025
"14130","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - United States","Olympic (Women) - Canada","home","Hannah Brandt",1,"5 on 4","Shot","f",514,156,63,"",NA,NA,"Wristshot",0,0.012357574658098
"14144","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - United States","Olympic (Women) - Canada","home","Megan Bozek",1,"5 on 5","Shot","f",463,158,75,"",NA,NA,"Snapshot",0,0.0307679125236746
"14149","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - United States","Olympic (Women) - Canada","home","Kendall Coyne Schofield",1,"5 on 5","Shot","f",447,169,30,"",NA,NA,"Snapshot",0,0.0492287344536304
"14150","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - United States","Olympic (Women) - Canada","home","Megan Bozek",1,"5 on 5","Shot","f",445,148,57,"",NA,NA,"Slapshot",0,0.0177102290647827
"14156","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - Canada","Olympic (Women) - United States","away","Erin Ambrose",1,"5 on 5","Shot","f",432,130,58,"",NA,NA,"Snapshot",0,0.00616629293729645
"14157","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - Canada","Olympic (Women) - United States","away","Rebecca Johnston",1,"5 on 5","Shot","f",432,179,43,"",NA,NA,"Deflection",0,0.158866209587184
"14166","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - United States","Olympic (Women) - Canada","home","Alex Carpenter",1,"5 on 5","Shot","f",403,159,72,"",NA,NA,"Wristshot",0,0.014993639352753
"14198","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - United States","Olympic (Women) - Canada","home","Amanda Kessel",1,"5 on 4","Shot","f",290,168,19,"",NA,NA,"Snapshot",0,0.0452312195625204
"14219","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - United States","Olympic (Women) - Canada","home","Sidney Morin",1,"5 on 4","Shot","f",222,140,52,"",NA,NA,"Snapshot",0,0.0106132555317755
"14220","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - United States","Olympic (Women) - Canada","home","Hannah Brandt",1,"5 on 4","Shot","f",222,181,46,"",NA,NA,"Deflection",0,0.17583416780252
"14226","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - Canada","Olympic (Women) - United States","away","Natalie Spooner",1,"5 on 5","Shot","f",194,179,23,"",NA,NA,"Wristshot",0,0.0392061997468164
"14238","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - Canada","Olympic (Women) - United States","away","Victoria Bach",1,"5 on 5","Shot","f",144,147,28,"",NA,NA,"Wristshot",0,0.00674167477485312
"14250","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - United States","Olympic (Women) - Canada","home","Sidney Morin",1,"5 on 5","Shot","f",105,129,74,"",NA,NA,"Slapshot",0,0.00643532901016771
"14272","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - United States","Olympic (Women) - Canada","home","Hilary Knight",1,"5 on 5","Shot","f",13,151,8,"",NA,NA,"Snapshot",0,0.0172455860072274
"14275","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - United States","Olympic (Women) - Canada","home","Kacey Bellamy",1,"5 on 5","Shot","f",7,137,21,"",NA,NA,"Snapshot",0,0.00819702807795891
"14277","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - United States","Olympic (Women) - Canada","home","Megan Bozek",1,"5 on 4","Shot","f",3,163,56,"",NA,NA,"Slapshot",0,0.0402730715798744
"14304","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - United States","Olympic (Women) - Canada","home","Hilary Knight",2,"5 on 4","Shot","f",1110,145,19,"",NA,NA,"Snapshot",0,0.0127483823539806
"14305","2/17/2019","2019-02-17 - Olympic (Women) - Canada at Olympic (Women) - United States","Olympic (Women) - United States","Olympic (Women) - Canada","home","Dani Cameranesi",2,"5 on 4","Shot","f",1108,171,37,"",NA,NA,"Snapshot",0,0.0558736610451157
